rule_id,rule_name,category_code,category_name,rule_description,semantic_rule,legal_conclusion,risk_level,basis_type,applicable_business_domain,applicable_content_legal_nature,prohibited_context,allowed_context,evidence_requirement,qualification_requirement,system_action,auto_rewrite_allowed,replacement_strategy,manual_review_required,confidence,review_status,reviewer,effective_status,version,created_at,updated_at,update_reason,updated_source_id,rule_dimension,review_level,notes
R-A15-102,术前术后对比素材的隐私与广告双重风险,A15,隐私、肖像和个人信息,发布同一患者术前术后对比，不仅可能构成患者证明和效果对比，也涉及敏感健康信息与肖像公开。,识别术前/术后、前后对比、恢复过程图，并同时触发广告和隐私维度。,explicitly_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,对外发布患者前后对比及恢复过程资料。,院内诊疗资料在必要范围内使用，或依法用于脱敏学术交流，不作为营销。,患者单独同意、学术用途与脱敏记录,,block,false,删除对比素材;转人工核验,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0003,privacy_risk,L1,
R-A15-103,公开客户聊天记录或咨询截图,A15,隐私、肖像和个人信息,在宣传内容中展示微信、钉钉、短信、私信等咨询或评价截图，包含头像、昵称、账号、病情、价格或联系方式。,识别聊天截图/客户反馈截图/私信截图等素材，并检查是否可识别个人及是否涉及医疗健康信息。,conditionally_prohibited,high,law,医疗美容,medical_advertisement,未经同意公开可识别聊天记录、评价、健康和交易信息。,取得单独同意并进行充分脱敏，且不得用患者评价证明疗效。,单独同意、脱敏前后对照和使用范围说明,,mandatory_human_review,false,删除或充分脱敏;禁止疗效证明,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L2,
R-A15-104,公开病例、诊断、检查和用药信息,A15,隐私、肖像和个人信息,公开患者病历、诊断名称、检查报告、处方、用药史、过敏史或手术记录等医疗健康信息。,识别病历/诊断/检查报告/处方/用药/过敏/手术记录等内容与个人身份的组合。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,未经单独同意公开医疗健康敏感个人信息。,仅在诊疗必要范围内处理；用于科研教学需依法脱敏并符合相关要求。,单独同意、脱敏和用途说明,,block,false,停止公开;删除身份和健康信息,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-105,面部、生物识别和私密部位信息处理,A15,隐私、肖像和个人信息,采集或公开高清面部、面部特征分析、声纹、指纹、私密部位影像等生物识别或高度私密信息用于营销、AI分析或案例展示。,识别人脸建模/面部扫描/AI测脸/私密照片/声纹等信息处理目的和授权。,conditionally_prohibited,critical,law,医疗美容,diagnosis_communication,非必要采集、未经单独同意或超范围使用生物识别及私密信息。,确有特定目的和充分必要性，取得单独同意并采取严格保护措施。,单独同意、必要性评估、数据保护措施,,mandatory_human_review,false,停止非必要处理;补充单独同意和保护措施,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-106,超出原授权目的二次使用患者素材,A15,隐私、肖像和个人信息,患者仅同意用于诊疗、内部记录或某一平台，但机构随后用于广告、其他平台、长期素材库或第三方合作。,比较原授权目的、平台、期限、素材类型与当前使用方式。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,将诊疗授权、内部授权或单一平台授权扩张为营销和跨平台公开。,重新取得覆盖当前用途、平台、期限和接收方的单独同意。,原授权书与新增授权书,,block,false,停止二次使用;重新取得明确授权,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-107,撤回同意后继续使用或拒绝删除,A15,隐私、肖像和个人信息,患者撤回肖像或个人信息使用同意后，仍继续发布、投放或保留公开素材，或设置不合理撤回障碍。,识别撤回授权/要求删除/不同意继续使用后的后续传播状态。,explicitly_prohibited,high,law,医疗美容,medical_advertisement,收到有效撤回或删除请求后仍继续公开使用。,停止后续处理并在合理范围内删除或下架，法律另有保存义务的除外。,撤回记录、下架记录和必要保存依据,,block,false,立即停止传播并处理删除请求,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-108,未成年人医美素材和个人信息使用,A15,隐私、肖像和个人信息,处理或公开不满十四周岁未成年人的照片、健康信息或案例，未取得监护人同意或缺乏专门规则；其他未成年人内容也需审慎评估。,识别未成年/学生/儿童+照片、病历、项目、案例，并核验年龄、监护人同意和合法性。,explicitly_prohibited,critical,law,医疗美容,medical_advertisement,未取得监护人同意或以未成年人案例进行不当医美营销。,依法取得监护人同意并遵循最有利于未成年人的原则；营销用途通常应避免。,监护人同意、年龄核验、专项个人信息规则,监护人同意,block,false,停止发布;转法务和专业人员核验,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-109,匿名化不足仍可识别患者,A15,隐私、肖像和个人信息,虽然遮挡姓名或眼睛，但通过面部轮廓、纹身、昵称、地区、时间、病情、聊天内容等仍可识别特定患者。,评估多项信息组合是否可重新识别，而非仅检查姓名是否隐藏。,conditionally_prohibited,high,law,医疗美容,medical_advertisement,形式脱敏但仍能识别个人，或健康信息与身份线索可关联。,进行不可逆匿名化或删除非必要身份线索；营销案例仍需同时满足广告规则。,脱敏评估记录,,mandatory_human_review,false,加强脱敏或停止发布,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L2,
R-A15-110,未经授权使用医生、员工或第三方肖像,A15,隐私、肖像和个人信息,在账号头像、海报、直播封面或推广素材中使用医生、员工、明星、达人或其他第三方形象，缺少明确授权或超出授权范围。,识别人物肖像与商业宣传用途，并核验授权主体、期限、平台和使用范围。,conditionally_prohibited,high,law;platform_rule,医疗美容,medical_advertisement,未经授权或超范围使用他人肖像进行商业推广。,取得有效肖像和商业使用授权，且不得以禁止主体为医疗广告代言。,肖像授权书、代言或合作协议,,request_evidence,false,补充授权;删除禁止的医疗代言,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0016,privacy_risk,L2,
R-A15-111,向第三方平台或合作方提供患者信息,A15,隐私、肖像和个人信息,将客户线索、咨询记录、照片、健康信息提供给广告平台、代运营、摄影、模型服务或其他合作方，未充分告知和取得必要同意。,识别向代运营/广告平台/模型服务/合作机构传输个人信息的场景和合法基础。,conditionally_prohibited,critical,law,医疗美容,internal_material,未经告知、同意或超出必要范围向第三方提供敏感个人信息。,明确处理目的、接收方、类型和方式，取得单独同意并签署数据保护协议。,单独同意、委托处理协议、接收方清单,,mandatory_human_review,false,暂停共享;补充告知同意和数据协议,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-112,将公开信息或用户自发内容直接用于营销,A15,隐私、肖像和个人信息,从用户公开笔记、朋友圈、评论或社交媒体抓取照片和评价，直接转载为机构广告或案例。,评估公开来源、用户拒绝、对权益重大影响、商业使用和患者证明风险。,conditionally_prohibited,high,law;regulatory_guideline,医疗美容,medical_advertisement,未经同意将公开内容转化为机构商业宣传，尤其涉及医疗健康或肖像。,取得针对机构转载和营销用途的明确授权，且不得作疗效证明。,转载和营销授权,,mandatory_human_review,false,停止转载;取得明确授权,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L2,
R-A15-113,向外部AI或模型服务上传患者敏感信息,A15,隐私、肖像和个人信息,将患者照片、病历、聊天记录、检查报告等上传到外部AI、图像生成、文案或识别服务，未评估接收方、跨境、留存和再利用风险。,识别AI工具/大模型/修图平台+上传患者资料的组合。,conditionally_prohibited,critical,law,医疗美容,internal_material,未经授权和安全评估向外部模型服务提供敏感个人信息。,使用脱敏或本地化方案，完成必要性、安全和供应商评估并取得单独同意。,单独同意、供应商协议、安全评估和数据流向说明,,mandatory_human_review,false,停止上传原始资料;脱敏或改用合规本地方案,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L1,
R-A15-114,超期保留或无目的保存营销素材,A15,隐私、肖像和个人信息,患者素材、咨询记录和健康信息在营销用途结束、授权到期或不再必要后仍长期保存，缺少期限和删除机制。,检查保存期限、使用目的、授权期限、删除触发条件和备份处理。,conditionally_prohibited,medium,law,医疗美容,internal_material,超过实现处理目的所必要的最短期限继续保留敏感信息。,制定明确保存期限和删除机制；法律要求留存的诊疗资料与营销素材分别管理。,数据保留策略和删除记录,,mandatory_human_review,false,设置保留期限并清理无必要数据,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0015,privacy_risk,L3,
R-A16-101,员工个人账号发布机构推广内容的广告认定,A16,广告识别与商业属性披露,机构员工、咨询师、医生或合作人员在个人账号发布机构、项目、价格、效果和预约信息，可能因商业目的和身份关系被认定为广告。,综合发布者与机构关系、内容频率、统一素材、转化路径、报酬和管理安排判断商业目的。,uncertain,high,regulatory_guideline;law,医疗美容,uncertain,以个人账号形式掩盖由机构组织或受益的商业推广。,无机构关系、无对价、无转化路径且属于真实个人表达的内容，仍需检查其他广告风险。,劳动或合作关系、发布安排、报酬与素材来源,,mandatory_human_review,false,按广告认定规则复核;删除商业转化要素,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0011,content_nature,L2,
R-A16-102,免费服务、置换或佣金换取体验内容,A16,广告识别与商业属性披露,发布者接受免费治疗、折扣、赠品、佣金、流量或其他利益后发布医美体验、探店或推荐内容。,识别免费服务/置换/佣金/机构邀请与推荐、效果、预约组合，判断对价关系。,uncertain,high,law;regulatory_guideline;platform_rule,医疗美容,commercial_recommendation,存在对价但未披露商业关系，或以患者体验形式证明疗效。,依法、依平台披露商业关系，并删除法律禁止的疗效证明、患者背书等内容。,合作合同、利益关系说明、平台报备记录,,mandatory_human_review,false,披露商业关系;删除疗效证明,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,content_nature,L2,
R-A16-103,机构转发或二次使用用户内容形成广告,A16,广告识别与商业属性披露,用户原始内容可能是个人表达，但机构账号转发、剪辑、加品牌和预约信息后，可能转化为机构商业广告或患者证明。,比较原始用户内容与机构二次使用方式，判断是否新增商业目的、效果背书和交易路径。,uncertain,high,regulatory_guideline;law,医疗美容,medical_advertisement,机构将用户内容作为案例、口碑或效果证明进行推广。,仅处理与投诉、售后或合法互动相关的内容；营销转载需授权且不得违反患者证明禁令。,转载授权、原始内容和二次编辑记录,,mandatory_human_review,false,停止营销转载;删除效果证明,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0011,content_nature,L2,
R-A16-104,科普页面附二维码、电话或预约入口,A16,广告识别与商业属性披露,内容以科普、知识、答疑为主，但同页出现机构信息、预约二维码、电话、购买链接、优惠或私信导流。,识别科普内容与商业转化要素的同页、同期或组合出现。,uncertain,high,law;regulatory_guideline,医疗美容,uncertain,以科普形式变相发布医疗广告或未满足广告可识别性和审查要求。,纯公益科普无商业要素；或依法取得审查证明并按广告发布。,页面完整截图、广告审查证明、商业目的说明,医疗广告审查证明,mandatory_human_review,false,删除转化要素或按医疗广告发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,content_nature,L2,
R-A16-105,医生个人账号推广所在机构或具体项目,A16,广告识别与商业属性披露,医生以科普、个人观点或病例讨论形式，持续推广所在机构、具体项目、预约方式或优惠，可能构成机构广告并涉及医务人员推荐证明。,识别医生身份+所在机构/项目+推荐/预约/效果等组合。,conditionally_prohibited,critical,law;regulatory_guideline,医疗美容,medical_advertisement,医务人员以名义或形象为医疗广告作推荐证明，或以科普变相推广。,一般医学科普，不推荐具体机构、项目或效果；合法服务信息按规定公开。,账号主体、机构关系、广告审查证明,执业医师资格,block,false,删除项目和机构推荐;保留一般科普,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0003,legal_risk,L1,
R-A16-106,剪辑、拼接或改写已审查医疗广告,A16,广告识别与商业属性披露,对已经审查通过的医疗广告进行剪辑、拼接、改标题、加效果字幕、换平台或改优惠，导致内容与审查证明不一致。,比较发布素材与广告审查证明核准内容，识别新增、删除和重组部分。,explicitly_prohibited,critical,law;department_rule,医疗美容,medical_advertisement,未经重新审查改动医疗广告内容或跨版本组合发布。,严格按审查通过内容发布；需要修改时重新申请审查。,医疗广告审查证明和核准样件,医疗广告审查证明,block,false,停止发布;按核准样件恢复或重新审查,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,legal_risk,L1,
R-A16-107,直播挂链、团购或预约形成商业广告,A16,广告识别与商业属性披露,直播以科普、答疑、聊天为名，但同时挂载团购、商品、预约、电话或私信转化路径，并推介具体医疗服务。,识别直播内容、商业链接、口播推荐和转化路径的整体组合。,uncertain,high,law;regulatory_guideline;platform_rule,医疗美容,medical_advertisement,直播商业推广未履行广告、资质和平台义务。,纯科普无交易路径；或依法、依平台资质发布审查通过的广告。,直播脚本、挂链记录、平台资质和广告审查证明,平台和医疗广告资质,mandatory_human_review,false,删除挂链和项目推介或按广告流程发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,content_nature,L2,
R-A16-108,原生内容、测评或探店未标识广告,A16,广告识别与商业属性披露,以测评、探店、清单、攻略、榜单、日记等原生内容形式推销机构或服务，存在商业关系但未显著标识广告或合作。,识别内容体裁、利益关系、购买方式和广告标识。,uncertain,high,law;platform_rule,医疗美容,commercial_recommendation,原生广告不可识别或隐藏商业关系。,按法律和平台要求显著标识广告/合作，并确保内容本身合法。,商业关系和广告标识截图,,mandatory_human_review,false,补充显著广告标识;披露商业关系,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0002,content_nature,L2,
R-A16-109,跨页面或连续内容组合构成广告,A16,广告识别与商业属性披露,单条内容看似科普或中性，但与主页简介、置顶笔记、评论、私信自动回复、二维码或连续帖子组合后形成完整推广链路。,综合同一账号、同一活动的多页面和连续内容判断商业目的与交易路径。,uncertain,medium,regulatory_guideline;platform_rule,医疗美容,uncertain,拆分商业要素以规避单条内容审核。,各页面均不包含商业推广，或整体依法完成广告审查与标识。,完整账号页面和内容链路截图,,mandatory_human_review,false,按整体链路复核;删除拆分导流,true,中,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0011,content_nature,L3,
R-A16-110,科普标题与推广正文不一致,A16,广告识别与商业属性披露,使用科普、知识、医生解答等标题，但正文主要展示机构优势、项目效果、价格优惠和预约信息。,比较标题体裁与正文商业内容占比，识别以科普标题包装推广正文。,uncertain,high,regulatory_guideline;law,医疗美容,uncertain,用标题和形式掩盖实际医疗广告属性。,标题和正文均为纯科普且无商业要素，或按广告规则发布。,完整稿件、广告审查证明,,mandatory_human_review,false,删除商业推广正文或按广告审查发布,true,高,待法务复核,,pending_review,1.2,2026-07-27,2026-07-27,补齐v1.1覆盖缺口,S0011,content_nature,L2,
